"","Text"
"305","CRUZ: Well, Bret, of course they have, and over the last six and a half years we've seen the consequences of the Obama-Clinton foreign policy.  Leading from behind is a disaster.  We have abandoned and alienated our friends and allies, and our enemies are stronger. Radical Islam is on the rise, Iran's on the verge of acquiring a nuclear weapon, China is waging cyber warfare against America, Russia -- General Soleimani, you just mentioned, the Iranian general is the head of the al Quds forces.</p><p>   He's directly responsible for the murder of over 500 American servicemen in Iraq, and part of this Iranian deal was lifting the international sanctions on General Soleimani.  The day General Soleimani flew back from Moscow to Iran was the day we believed that Russia used cyber warfare against the joint chiefs.  We need a new commander in chief that will stand up to our enemies, and that will have credibility...</p><p>   (APPLAUSE)</p><p>   "
"306","CRUZ: It is worth emphasizing that Iran released our hostages in 1981 the day Ronald Reagan was sworn into office.</p><p>   (APPLAUSE)</p><p>   "
"307","Mods: Dr.  Carson, in August of 2012 President Obama famously declared Syrian President Bashar al-Assad used chemical weapons, quote, ""that's a red line for us,"" and that there would be enormous consequences.</p><p>   One year later, and with overwhelming evidence the Assad had, in fact, used chemical weapons and crossed that red line, President Obama declined to use military force against the Assad regime.</p><p>   As president, would you have used military force there? </p><p>   "
"308","CARSON: Well, what we have to stop and think about is that we have weakened ourselves militarily to such an extent that if affects all of our military policies.  Our Navy is at its smallest size since 1917; our Air Force, since 1940.  In recent testimony, the commandant of the Marine Corps said half of the non-deployed units were not ready and you know, the sequester is cutting the heart out of our personnel. Our generals are retiring because they don't want to be part of this, and at the same time, our enemies are increasing.</p><p>   Our -- our friends can't trust us anymore.  You know, Ukraine was a nuclear-armed state.  They gave away their nuclear arms with the understanding that we would protect them.  We won't even give them offensive weapons.</p><p>   You know, we turned our back on Israel, our ally.  You know, and a situation like that, of course Obama's not going to be able to do anything.  I would shore up our military first, because if you don't get the military right, nothing else is going to work.</p><p>   (APPLAUSE)</p><p>   "
"309","Mods:  Governor Walker, as president, what would you do if Russian President Vladimir Putin started a campaign to destabilize NATO allies Estonia, Latvia, Lithuania, mirroring the actions Putin took at the early days of Ukraine?</p><p>   "
"310","WALKER:  Well first off, for the cyber attack with Russia the other day, it's sad to think right now, but probably the Russian and Chinese government know more about Hillary Clinton's e-mail server than do the members of the United States Congress.</p><p>   (LAUGHTER)</p><p>   (APPLAUSE)</p><p>   And -- and that has put our national security at risk.  If I am president, he won't think about that.  You know, Putin believes in the old Lenin adage: you probe with bayonets.  When you find mush, you push.  When you find steel, you stop.</p><p>   Under Obama and Clinton, we found a lot of mush over the last two years.  We need to have a national security that puts steel in front of our enemies.  I would send weapons to Ukraine.  I would work with NATO to put forces on the eastern border of Poland and the Baltic nations, and I would reinstate, put in place back in the missile defense system that we had in Poland and in the Czech Republic.  (APPLAUSE)</p><p>   We define (ph) steel.</p><p>   "
"311","Mods:  Governor -- Governor Huckabee, the culture of the American military is definitely changing.  Women are moving into combat roles.  Don't Ask, Don't Tell has obviously been dropped.  And now Defense Secretary Ashton Carter recently directed the military to prepare for a moment when it is welcoming transgender persons to serve openly.</p><p>   As commander in chief, how would you handle that?</p><p>   "
"312","HUCKABEE:  The military is not a social experiment.  The purpose of the military is kill people and break things.</p><p>   (APPLAUSE)</p><p>   It's not to transform the culture by trying out some ideas that some people think would make us a different country and more diverse. The purpose is to protect America.  I'm not sure how paying for transgender surgery for soldiers, sailors, airmen, marines makes our country safer.</p><p>   We've reduced the military by 25 percent...</p><p>   (APPLAUSE)</p><p>   ... under President Obama.  The disaster is that we've forgotten why we have a military.  The purpose of it is to make sure that we protect every American, wherever that American is, and if an American is calling out for help, whether it's in Benghazi or at the border, then we ought to be able to answer it.</p><p>   We've not done that because we've decimated our military.  We're flying B-52s.  The most recent one that was put in service was November of 1962.  A lot of the B-52s we're flying, we've only got 44 that are in service combat ready, and the fact is, most of them are older than me.  And that's pretty scary.</p><p>   (LAUGHTER)</p><p>   (APPLAUSE)</p><p>   "
"313","Mods:  Senator Paul, the first budget your proposed as senator cut all financial aid to Israel.  You have since changed your view on that issue.  What made you change your mind.</p><p>   "
"314","PAUL:  Well, let's be clear, I'm the only one on the stage who actually has a five-year budget that balances.  I've put pencil to paper...</p><p>   (UNKNOWN):  I do.</p><p>   "
"315","PAUL:  ... and I've said -- and I've said I would cut spending, and I've said exactly where.  Each one of my budgets has taken a meat axe to foreign aid, because I think we ought to quit sending it to countries that hate us.</p><p>   (APPLAUSE)</p><p>   I think we ought to quit sending it to countries that burn our flag.  Israel is not one of those.  But even Benjamin Netanyahu said that ultimately, they will be stronger when they're independent.  My position is exactly the same.</p><p>   We shouldn't borrow money from China to send it anywhere, but why don't we start with eliminating aid to our enemies.</p><p>   "
"316","Mods:  OK.  But you still say that Israel could be one of the countries that is cut from financial aid?</p><p>   "
"317","PAUL:  I still say exactly what my original opinion is.  Do you borrow money from China to send it to anyone?  Out of your surplus, you can help your allies, and Israel is a great ally.  And this is no particular animus of Israel, but what I will say, and I will say over and over again, we cannot give away money we don't have.</p><p>   We do not project power from bankruptcy court.  We're borrowing a million dollars a minute. </p><p>   (APPLAUSE)</p><p>   It's got to stop somewhere. </p><p>   "
"318","Mods:  Governor Christie, what do you think of that answer?</p><p>   "
"319","CHRISTIE:  Well, listen.  </p><p>   You know, if we want to deal with these issues, we have to deal with them in a way that makes sense.  </p><p>   I agree with what Dr. Carson said earlier.  The first thing we need to do to make America stronger is to strengthen our military, and I put out a really specific plan: no less than 500,000 active duty soldiers in the Army.  No less than 185,000 active duty marines in the Marine Corps.  Bring us to a 350 ship Navy again, and modernize the Ohio class of submarines, and bring our Air Force back to 2,600 aircraft that are ready to go.</p><p>   Those are the kind of things that are going to send a clear message around the world.  Those are the things that we need to start working on immediately to make our country stronger and make it better.  Those are the things that we need to be able to be doing. And as we move towards dealing with foreign aid, I don't disagree with Senator Paul's position that we shouldn't be funding our enemies.  But I absolutely believe that Israel is a priority to be able to fund and keep them strong and safe after eight years of this administration.</p><p>   (APPLAUSE)</p><p>   "
"320","Mods:  Governor, thank you.</p><p>   "
"321","CRUZ:  Brett, can I -- Brett, can I jump in on this one?</p><p>   "
"322","Mods:  Senator, we're going to finish up with some more questions, thank you.</p><p>   "
"323","Mods:  We have to stand you by, because after the break, we're going to let the candidates make their closing statements, their final thoughts, and God.</p><p>   Stay tuned for that.</p><p>   (COMMERCIAL BREAK)</p><p>   "
"324","Mods:  Welcome back.  </p><p>   In our final moments here together, we're going to allow the candidates to offer their final thoughts.  But first, we want to ask them an interesting closing question from Chase Norton on Facebook, who wants to know this of the candidates: ""I want to know if any of them have received a word from God on what they should do and take care of first.""</p><p>   Senator Cruz, start from you.  Any word from God? </p><p>   "
"325","CRUZ:  Well, I am blessed to receive a word from God every day in receiving the scriptures and reading the scriptures.  And God speaks through the Bible.  </p><p>   (APPLAUSE) </p><p>   "
"326","CRUZ:  I'm the son of a pastor and evangelist and I've described many times how my father, when I was a child, was an alcoholic.  He was not a Christian.  And my father left my mother and left me when I was just three years old.  </p><p>   And someone invited him to Clay Road Baptist Church.  And he gave his heart to Jesus and it turned him around.  And he got on a plane and he flew back to my mother and me.  </p><p>   (APPLAUSE) </p><p>   "
"327","CRUZ:  I would also note that the scripture tells us, ""you shall know them by their fruit."" We see lots of ""campaign conservatives."" But if we're going to win in 2016, we need a consistent conservative, someone who has been a fiscal conservative, a social conservative, a national security conservative.  </p><p>   There are real differences among the candidates on issues like amnesty, like Obamacare, like religious liberty, like life and marriage.  And I have been proud to fight and stand for religious liberty, to stand against Planned Parenthood, to defend life for my entire career.  </p><p>   And I will be proud to continue to do so as president of the United States.  </p><p>   (CHEERING AND APPLAUSE) </p><p>   "
"328","Mods:  Governor Kasich, same question.  </p><p>   "
"329","KASICH:  Well, Megyn, my father was a mailman.  His father was a coal miner.  My mother's mother could barely speak English.  And their son today stands on this podium in the great state of Ohio not only as the governor, but a candidate for president of the United States.  </p><p>   (CHEERING AND APPLAUSE) </p><p>   "
"330","KASICH:  I do believe in miracles.  You know, I've had a lot of elections.  But my elections are really not about campaigns.  I tell my people that these are about a movement.  And a movement to do what?  To restore common sense.  A movement to do things like provide economic growth.  And a movement not to let anybody be behind.  </p><p>   You know, today the country is divided.  You asked a question about the police and the difficulty in communities.  We've got to unite our country again, because we're stronger when we are united and we are weaker when we are divided.  </p><p>   And we've got to listen to other people's voices, respect them, but keep in mind, and I believe in terms of the things that I've read in my lifetime, the lord is not picking us.  But because of how we respect human rights, because that we are a good force in the world, he wants America to be strong.  </p><p>   He wants America to succeed.  And he wants America to lead.  And nothing is more important to me than my family, my faith, and my friends.  </p><p>   (CHEERING AND APPLAUSE) </p><p>   "
"331","Mods:  Governor Walker, same question.  </p><p>   "
"332","WALKER:  Well, thanks, Megyn.  </p><p>   I'm certainly an imperfect man.  And it's only by the blood of Jesus Christ that I've been redeemed from my sins.  So I know that God doesn't call me to do a specific thing, God hasn't given me a list, a Ten Commandments, if you will, of things to act on the first day.  </p><p>   What God calls us to do is follow his will.  And ultimately that's what I'm going to try to do.  And I hope people see it in my state, even in the big challenges I took on when I had over 100,000 protesters in and around our capital, trying to do what I thought was the right thing.  </p><p>   It wasn't just how I took on those political battles.  It was ultimately how I acted.  Not responding in kind.  Not lashing out. But just being decent going forward and living my life in a way that would be a testimony to him and our faith.  </p><p>   (APPLAUSE) </p><p>   "
"333","Mods:  Senator Rubio, I want to ask you the same question.  But I do want to mention, a woman just came here to the stage and asked, what about the veterans?  I want to hear more about what these candidates are going to do for our nation's veterans.  </p><p>   So I put the question to you about God and the veterans, which you may find to be related.  </p><p>   "
"334","RUBIO:  Well, first, let me say I think God has blessed us.  He has blessed the Republican Party with some very good candidates.  The Democrats can't even find one.  </p><p>   (LAUGHTER) </p><p>   (CHEERING AND APPLAUSE) </p><p>   "
"335","RUBIO:  And I believe God has blessed our country.  This country has been extraordinarily blessed.  And we have honored that blessing. And that's why God has continued to bless us.  </p><p>   And he has blessed us with young men and women willing to risk their lives and sometimes die in uniform for the safety and security of our people.  </p><p>   Unfortunately today we have a VA that does not do enough for them.  I am proud that last year we helped change the law.  We changed the law to give the power to the VA secretary the ability to fire any executive that isn't doing their job.  </p><p>   And it is outrageous they've only fired one person to date.  When I'm president of the United States, we're going to have a VA that cares more about our veterans than about the bureaucrats who work at the VA.  </p><p>   (CHEERING AND APPLAUSE) </p><p>   "
"336","Mods:  Dr. Carson, a question to you about God and his role, but also, one of the issues that the public was very interested in, and we touched on it earlier, is race relations in this country, and how divided we seem right now.  And what, if anything, you can do -- you would do as the next president to help heal that divide.   </p><p>   "
"337","CARSON:  Well, I think the bully pulpit is a wonderful place to start healing that divide.  You know, we have the purveyors of hatred who take every single incident between people of two races and try to make a race war out of it, and drive wedges into people.  And this does not need to be done.  </p><p>   What we need to think about instead -- you know, I was asked by an NPR reporter once, why don't I talk about race that often.  I said it's because I'm a neurosurgeon.  And she thought that was a strange response.  And you say -- I said, you see, when I take someone to the operating room, I'm actually operating on the thing that makes them who they are.  The skin doesn't make them who they are.  The hair doesn't make them who they are.  And it's time for us to move beyond that.  </p><p>   (APPLAUSE)</p><p>   "
"338","CARSON:  Because -- </p><p>   [ APPLAUSE ] </p><p>   "
"339","CARSON:  -- our strength as a nation comes in our unity.  We are the United States of America, not the divided states.  And those who want to divide us are trying to divide us, and we shouldn't let them do it.  </p><p>   (APPLAUSE)</p><p>   "
"340","Mods:  Now each candidate will make a closing statement.  You'll all have 30 seconds to make a closing statement for this debate. We'll start with Ohio Governor John Kasich.  </p><p>   "
"341","KASICH:  You know, tonight we hear about what people want to do. I want to tell you what I've done.  I was a member of the Armed Services Committee for 18 years.  I spent a big chunk of my life studying national security issues and our role in the world.  </p><p>   No. 2.  I was the chairman of the House Budget Committee and one of the chief architects the last time we balanced a budget, and it was the first time we had done it since man walked on the moon.  We had a $5 trillion surplus and we cut taxes.  </p><p>   I spent ten years in the private sector, actually learning how business works.  And now I'm the governor of Ohio, and I inherited a state that was on the brink of dying.  And we turned it all around with jobs and balanced budgets and rising credit and tax cuts, and the state is unified, and people have hope again in Ohio.  </p><p>   (APPLAUSE)</p><p>   "
"342","Mods:  Governor Christie?  </p><p>   "
"343","CHRISTIE:  Well, thank you, Megyn.  Listen, I was born into a middle class family in New Jersey.  My dad came home from serving in the Army after having lost his father, worked in the Breyers ice cream plant in Newark, New Jersey.  Was the first person to graduate from college.  He put himself through college at night.  My mom was a secretary.  </p><p>   I was appointed United States attorney on September 10, 2001. And I spent the next seven years of my career fighting terrorism and putting terrorists in jail.  </p><p>   I'm a conservative, pro-life governor in a state where it is really tough to be both.  A state like New Jersey, with lots of Democrats, but still we cut taxes, we balanced budgets.  We fought the teacher's union.  </p><p>   This president has had weak leadership, which has led to bad choices.  We have got to stop worrying about being loved and start worrying about being respected.  And that's exactly how I'll lead our country.  </p><p>   (APPLAUSE)</p><p>   "
"344","WALLACE:  Senator Paul, closing statement.  </p><p>   "
"345","PAUL:  I'm a different kind of Republican.  I've introduced a five-year balanced budget.  I've introduced the largest tax cut in our history.  I stood for ten and a half hours on the Senate floor to defend your right to be left alone.  </p><p>   (APPLAUSE)</p><p>   "
"346","PAUL:  But I've also gone to Chicago.  I've gone to Detroit. I've been to Ferguson, I've been to Baltimore, because I want our party to be bigger, better and bolder, and I'm the only one that leads Hillary Clinton in five states that were won by President Obama.  I'm a different kind of Republican.  </p><p>   (APPLAUSE)</p><p>   "
"347","Mods:  Senator Marco Rubio.  </p><p>   "
"348","RUBIO:  Thank you.  You know, both of my parents were born into poor families on the island of Cuba.  They came to America because it was the only place where people like them could have a chance.  Here in this country, they never made it big, but the very purpose of their life was to give us the chance to do all the things they never could.  </p><p>   My father was a bartender.  And the journey from the back of that bar to this stage tonight, to me, that is the essence of the American dream.  It is what makes our nation different.  And I'm running for president because I want that to still be possible for the people trying to do that now.  I run for president because I believe that we can't just save the American dream; we can expand it to reach more people and change more lives than ever before.  And that's why I'm asking for your vote.  So we can make America greater than it has ever been.  And make this century a new American century.  </p><p>   (APPLAUSE)</p><p>   "
"349","Mods:  Thank you, Senator.  </p><p>   "
"350","Mods:  Senator Ted Cruz.  </p><p>   "
"351","CRUZ:  If I'm elected president, let me tell you about my first day in office.  The first thing I intend to do is to rescind every illegal and unconstitutional executive action taken by Barack Obama.  </p><p>   (APPLAUSE)</p><p>   "
"352","CRUZ:  The next thing I intend to do is instruct the Department of Justice to open an investigation into these videos and to prosecute Planned Parenthood for any criminal violations.  </p><p>   (APPLAUSE)</p><p>   "
"353","CRUZ:  The next thing I intend to do is instruct the Department of Justice and the IRS to start (sic) persecuting religious liberty, and then intend to cancel the Iran deal, and finally move the U.S. embassy in Israel to Jerusalem.  c  (APPLAUSE)</p><p>   I will keep my word.  My father fled Cuba, and I will fight to defend liberty because my family knows what it's like to lose it.  </p><p>   "
"354","WALLACE:  Dr. Carson, closing statement.  </p><p>   "
"355","CARSON:  Well, I haven't said anything about me being the only one to do anything, so let me try that.  </p><p>   I'm the only one to separate siamese twins...  </p><p>   (LAUGHTER)  </p><p>   The -- the only one to operate on babies while they were still in mother's womb, the only one to take out half of a brain, although you would think, if you go to Washington, that someone had beat me to it.  </p><p>   (LAUGHTER)  </p><p>   But I -- but I'm very hopeful that I'm not the only onel who's willing to pick up the baton of freedom, because freedom is not free, and we must fight for it every day.  Every one of us must fight for it, because we're fighting for our children and the next generation.  </p><p>   (APPLAUSE)  </p><p>   "
"356","Mods:  Governor Mike Huckabee, closing statement.  </p><p>   "
"357","HUCKABEE:  It seems like this election has been a whole lot about a person who's very high in the polls, that doesn't have a clue about how to govern.  </p><p>   A person who has been filled with scandals, and who could not lead, and, of course, I'm talking about Hillary Clinton.  </p><p>   (LAUGHTER)  </p><p>   I think America...  </p><p>   (UNKNOWN):  Thank you.  </p><p>   "
"358","HUCKABEE:  ...is in trouble, but it's not beyond repair.  But it's going to take leadership who sees the greatness of this country, and who believes that once again we can be one nation, under God.  </p><p>   I'll be my best to do that, and thank you for your support.  </p><p>   (APPLAUSE)  </p><p>   "
"359","Mods:  Governor Scott Walker.  </p><p>   "
"360","WALKER:  Thanks.  </p><p>   I'm  guy with a wife and two kids, and Harley.  One article called me ""aggressively normal.""  </p><p>   I ran for governor because I was worried about my kids' future. Then, I took on the big government union bosses, and we won.  They tried to recall me, and we won.  They target us again, and we won.  </p><p>   We balanced the budget, cut taxes, and turned our state around with big, bold reforms.  </p><p>   It wasn't too late for Wisconsin, and it's not too late for America.  That's why I ask for your vote.  </p><p>   "
"361","WALLACE:  Governor Bush, closing statement, sir.  </p><p>   "
"362","BUSH:  Here's what I believe.  I believe we're at the verge of the greatest time to be alive in this world.  </p><p>   But Washington is holding us back.  How we tax, how we regulate. We're not embracing the energy revolution in our midst, a broken immigration system that has been politicized rather than turning it into an economic driver.  </p><p>   We're not protecting and preserving our entitlement system or reforming for the next generation.  All these things languish while we have politicians in Washington using these as wedge issues.  </p><p>   Here's my commitment to you, because I did it as Florida.  We can fix these things.  We can grow economically and restore America's leadership in the world, so that everybody has a chance to rise up.  I humbly ask for your vote, whenever you're gonna get to vote, whenever the primary is.  Thank you all very much.  </p><p>   "
"363","Mods:  Mr. Trump, closing statement, sir.  </p><p>   "
"364","TRUMP:  Our country is in serious trouble.  We don't win anymore. </p><p>   We don't beat China in trade.  We don't beat Japan, with their millions and millions of cars coming into this country, in trade.  We can't beat Mexico, at the border or in trade.  </p><p>   We can't do anything right.  Our military has to be strengthened. Our vets have to be taken care of.  We have to end Obamacare, and we have to make our country great again, and I will do that.  </p><p>   Thank you.  </p><p>   "
"365","Mods:  Gentlemen, thank you.  </p><p>   "
"366","Mods:  It's over!  </p><p>   "
"367","Mods:  That's it.  </p><p>   "
"368","TRANSCRIPT:</strong></p><p>THIS IS A RUSH TRANSCRIPT. THIS COPY MAY NOT BE IN ITS FINAL FORM AND MAY BE UPDATED.</p><p><strong>Provided by</strong><a href=""http://www.cnn.com/2015/09/16/politics/republican-presidential-debate-live-updates/"">CNN</a></p><p>SEPTEMBER 16, 2015</p><p>"
"369","SPEAKERS: SEN. MARCO RUBIO, R-FLA.</p><p>SEN. TED CRUZ, R-TEXAS</p><p>SEN. RAND PAUL, R-KY.</p><p>GOV. CHRIS CHRISTIE, R-N.J. GOV. SCOTT WALKER, R-WIS.</p><p>GOV. JOHN R. KASICH, R-OHIO</p><p>CARLY FIORINA</p><p>DONALD TRUMP</p><p>FORMER GOV. JEB BUSH, R-FLA.</p><p>DR. BEN CARSON</p><p>FORMER GOV. MIKE HUCKABEE, R-ARK.</p><p>JAKE TAPPER, CNN ANCHOR</p><p>DANA BASH, CNN CORRESPONDENT</p><p>HUGH HEWITT, RADIO HOST</p><p>[*] "
"370","Mods: I'm Jake Tapper. We're live at the Ronald Reagan Library in Simi Valley, California for the main event. Round 2 of CNN's presidential debate starts now. </p><p> "
"371","Mods: The eleven leading Republican candidates for president are at their podiums. They are ready to face off, and if you've been watching this race, you know anything could happen over the next few hours.</p><p>To viewers who are just joining us, welcome to the Air Force One Pavilion of the Ronald Reagan Presidential Library. Our thanks to the staff here and especially to former first lady Nancy Reagan for this impressive setting with Ronald Reagan's presidential plane as our backdrop.</p><p>(APPLAUSE) </p><p>"
"372","Mods: This debate is airing on CNN networks in the United States and around the world. It's also being broadcast on the Salem Radio Network. I know everyone is very eager to get started. </p><p>But first, I want to explain the ground rules tonight. My name is Jake Tapper. I'll be the moderator. I will be joined in the questioning by Salem Radio Network talk show host Hugh Hewitt. He worked in the Reagan administration for six years. And by CNN's chief political correspondent Dana Bash. </p><p>I will ask follow-up questions, I will attempt to guide the discussion. Candidates, I will try to make sure each of you gets your fair share of questions. You'll have one minute to answer and 30 seconds for follow-ups and rebuttals. I'll give you time to respond if you've been singled out for criticism. </p><p>Our viewers should know we have timing lights that are visible to the candidates to warn them when their time is up. These 11 Republicans are positioned on the stage based on their ranking in recent national polls.</p><p>    "
"373","Mods: Our goal for this evening is a debate. A true debate, with candidates addressing each other in areas where they differ. Where they disagree -- on policy, on politics, on leadership. Now, let's begin. </p><p> I'd like to invite each candidate to take 30 seconds to introduce him or herself to our audience. First to you, Senator Paul. </p><p>"
"374","PAUL: Good evening, everyone. I'm an eye surgeon from Bowling Green, Kentucky. My wife, Kelly, and I have been married for nearly 25 years, and I spend my days defending the Constitution and the Bill of Rights. </p><p>I think there's nothing more important than understanding that the Constitution restrains government, not the people. </p><p>Thank you. </p><p>(APPLAUSE) </p><p>"
"375","HUCKABEE: I'm Mike Huckabee. I'm delighted to be on this stage with some remarkable fellow Republicans. </p><p>None of us are a self-professed socialist. None of us on this state are under investigation by the FBI because we destroyed government records, or because we leaked secrets. </p><p>I know that there are some in the Wall-Street-to-Washington axis of power who speak of all of us contemptuously. But I'm here to say that I think we are, in fact, the A team. </p><p>We have some remarkable people, and, in fact, not only are we the A team; we even have our own Mr. T, who doesn't mind saying about others, ""you're a fool."" </p><p>And I'm delighted to be here with all of these guys, and would put any of them in an administration that I led. Thank you very much. </p><p>(APPLAUSE) </p><p>"
"376","RUBIO: Thank you. My name is Marco Rubio. I'm from Florida. My wife Jeanette and I are the proud -- we've been married 17 years, and we're the proud parents of four children, two of whom were able to join us here this evening. </p><p>I'm honored to be here at the Reagan Library, at a place that honors the legacy of a man who inspired not just my interest in public service, but also our love for country. </p><p>And I'm also aware that California has a drought, and so that's why I made sure I brought my own water. </p><p>(LAUGHTER) </p><p>"
"377","Mods: Senator Cruz? </p><p>"
"378","CRUZ: I'm Ted Cruz. I am the son of an Irish-Italian mom and a Cuban immigrant dad who fled oppression and came to America seeking freedom. I'm a husband to my best friend, Heidi, who's here tonight. I'm a dad to two little girls who are the loves of my life, Caroline and Catherine. </p><p>If you're fed up with Washington, if you're looking for someone to stand up to career politicians in both parties, I'm the only one on this stage who has done that over and over again, and if we stand together, we can bring America back. </p><p>"
"379","CARSON: Hi, I'm Ben Carson, and I'm a retired pediatric neurosurgeon. I'm here with my wife, Candy, of 40 years, and two of my sons, and their wives. </p><p>I stress the pediatric part of my career because the reason that I've gotten involved in this race is because I'm very concerned about the future of our children, and the direction of our country is one that does not portend well, unless we, the people, intervene and retake our rightful place at the pinnacle.</p><p>(APPLAUSE) </p><p>"
"380","TRUMP: I'm Donald Trump. I wrote ""The Art of the Deal"". I say not in a braggadocious way, I've made billions and billions of dollars dealing with people all over the world, and I want to put whatever that talent is to work for this country so we have great trade deals, we make our country rich again, we make it great again. We build our military, we take care of our vets, we get rid of Obamacare, and we have a great life altogether.</p><p>Thank you. Thank you.</p><p>(APPLAUSE)</p><p>"
"381","BUSH: I'm Jeb Bush, and I believe America's on the verge of its greatest century, and I'm ready to lead. I'm a committed, conservative reformer that cut taxes, that balanced budgets, that took on the special interest in Florida, and we won.</p><p>I look forward to talking tonight about how we can fix a broken Washington D.C., and create an environment where people can rise up again in this great country.</p><p>Thank you.</p><p>(APPLAUSE)</p><p>"
"382","WALKER: Good evening, I'm Scott Walker, and tonight, I want to thank and Mrs. Reagan, and the Reagan Library for hosting us. You see, in my lifetime, the greatest president was a governor from California. Ronald Reagan knew how to go big, and go bold. He understood the essence of moving this country forward, and that's what I did when I took on the status quo in my state, and the Washington based special interest.</p><p>Now, more than ever, America needs a leader who will go big and bold again. Someone who's been tested. I'm ready to be that leader. Thank you.</p><p>(APPLAUSE)</p><p>"
"383","FIORINA: Good evening. My story, from secretary to CEO, is only possible in this nation, and proves that everyone of us has potential. My husband, Frank, of 30 years, started out driving a tow truck for a family owned auto body shop. We have come to a pivotal point in our nation's history where this nation's possibilities and potential are being crushed by a government grown so big, so powerful, so inept, so corrupt, and a political class that refuses to do anything about it.</p><p>I am prepared to lead the resurgence of this great nation.</p><p>(APPLAUSE)</p><p>"
"384","KASICH: Hello, I'm John Kasich, the Governor of Ohio. Emma, and Reese, my children, and Karen, love 'ya girls. Thanks for watching tonight.</p><p>By the way, I think I actually flew on this plane with Ronald Reagan when I was a congressman, and his goals, and mine, really much -- are pretty much the same. Lift Americans, unify, give hope, grow America, and restore it is to that great, shining city on a hill.</p><p>Yes, he was a great one, and I learned much from watching him. The most important thing, hope to Americans, unify, lift everyone in America.</p><p>(APPLAUSE)</p><p>"
"385","CHRISTIE: Hi, my name is Chris Christie, and I'd like to you take the camera off me and put it on the audience because I'd like to ask all of you, how many of you, raise your hand, believe that in today's Barak Obama America your children will have a better life than you've had?</p><p>You see? That's why I'm running for President. because leadership is not about me, it's about our country. And, what we talk about tonight, it's not about us, it's about the people in the audience tonight, because in seven short years this president has stripped away their trust, and their faith, and their belief that the next generation will have a better life. He's stolen that from us, and when I'm president, I'm going to take it back.</p><p>(APPLAUSE)</p><p>"
"386","Mods: Thank you one and all for being here. There are many important policy issues facing our nation. We're going to get to many of them tonight, but I do want to start off with some current events in the news, and also some of the comments the candidates have recently made on the campaign trail.</p><p>"
"387","Mods: Mrs. Fiorina, I want to start with you. Fellow Republican candidate, and Louisiana Governor Bobby Jindal, has suggested that your party's frontrunner, Mr. Donald Trump, would be dangerous as President. He said he wouldn't want, quote, ""such a hot head with his finger on the nuclear codes.""</p><p>You, as well, have raised concerns about Mr. Trump's temperament. </p><p>You've dismissed him as an entertainer. Would you feel comfortable with Donald trump's finger on the nuclear codes? </p><p>"
"388","FIORINA: You know, I think Mr. Trump is a wonderful entertainer. He's been terrific at that business. </p><p>I also think that one of the benefits of a presidential campaign is the character and capability, judgment and temperament of every single one of us is revealed over time and under pressure. All of us will be revealed over time and under pressure. I look forward to a long race. </p><p>"
"389","Mods: You didn't answer my question. Would you feel comfortable with Donald Trump's finger on the nuclear codes? It's an issue that one of your fellow candidates has raised. </p><p>"
"390","FIORINA: That's not for me to answer; it is for the voters of this country to answer, and I have a lot of faith in the common sense and good judgment of the voters of the United States of America. </p><p>"
"391","Mods: Mr. Trump?</p><p>(APPLAUSE)</p><p>"
"392","TRUMP: Well, first of all, Rand Paul shouldn't even be on this stage. He's number 11, he's got 1 percent in the polls, and how he got up here, there's far too many people anyway.</p><p>As far as temperament -- and we all know that -- as far as temperament, I think I have a great temperament. I built a phenomenal business with incredible, iconic assets, one of the really truly great real-estate businesses.</p><p>And I may be an entertainer, because I've had tremendous success with number-one bestsellers all over the place, with ""The Apprentice"" and everything else I've done.</p><p>But I will tell you this: What I am far and away greater than an entertainer is a businessman, and that's the kind of mindset this country needs to bring it back, because we owe $19 trillion right now, $19 trillion, and you need this kind of thinking to bring our country back.</p><p>And believe me, my temperament is very good, very calm. But we will be respected outside of this country. We are not respected now.</p><p>(APPLAUSE)</p><p>"
"393","Mods: Mr. -- Senator Paul, your name has been invoked.</p><p>"
"394","PAUL: I kind of have to laugh when I think of, ""Mmm, sounds like a non sequitur."" He was asked whether or not he would be capable and it would be in good hands to be in charge of the nuclear weapons, and all of a sudden, there's a sideways attack at me.</p><p>I think that really goes to really the judgment. Do we want someone with that kind of character, that kind of careless language to be negotiating with Putin? Do we want someone like that to be negotiating with Iran?</p><p>I think really there's a sophomoric quality that is entertaining about Mr. Trump, but I am worried. I'm very concerned about him -- having him in charge of the nuclear weapons, because I think his response, his -- his visceral response to attack people on their appearance -- short, tall, fat, ugly -- my goodness, that happened in junior high. Are we not way above that? Would we not all be worried to have someone like that in charge of the nuclear arsenal?</p><p>"
"395","Mods: Mr. Trump?</p><p>(APPLAUSE)</p><p>"
"396","TRUMP: I never attacked him on his look, and believe me, there's plenty of subject matter right there.</p><p>(LAUGHTER)</p><p>That I can tell you.</p><p>"
"397","WALKER: But Jake, Jake, Jake, Jake...</p><p>"
"398","Mods: I want to -- I want to give Mr. Trump...</p><p>"
"399","WALKER: But Jake, this -- this is -- this...</p><p>"
