"","Text"
"245","  Welcome back to CNN's Republican Presidential Debate. Let's turn to some issues now in foreign policy.  Mr. Trump, Senator Rubio said it was, quote, ""very concerning to him"" that in a recent interview you didn't seem to know the details about some of the enemies the U.S. faces. Rubio said, if you don't know the answers to those questions, you will not be able to serve as commander-in-chief.  Please respond to Senator Rubio.  "
"246","  Senator Rubio?  "
"247","  Mr. Trump? Senator Rubio seemed to be suggesting that you don't know information that... "
"248","  All right. Senator Rubio.  "
"249","  But are you saying that you have the knowledge to be the president that Mr. Trump does not have?  "
"250","  Mr. Trump?  "
"251","  Senator Rubio, he did invoke your absentee record in the Senate.  "
"252","  Thank you, Senator Rubio. I want to turn now to Hugh Hewitt.  "
"253","  Thank you, Governor. "
"254","  Senator... "
"255","  Senator Paul? "
"256","  Senator Paul... "
"257","  Thank you, Senator Paul... "
"258","  Thank you, Senator Paul...   "
"259","  I understand that Governor Bush's name has been invoked, and then we can go to you, Senator Rubio. "
"260","  Thank you, Governor. "
"261","  Thank you, Governor. Senator Rubio? "
"262","  Thank you, Senator. "
"263","  Dr. Carson? "
"264","  Thank you, Dr. Carson. "
"265","  I mean, it is interesting that you say that, because I want to ask Governor Christie about something else that you have said.  Governor Christie, we just marked the 14th anniversary of the 9/11 attacks. Now Dr. Carson has said that if he had been president at the time, the United States would not have gone to war in Afghanistan. What does that say to you about how Dr. Carson would respond as president if America were attacked again?  "
"266","  Dr. Carson?  "
"267","  ... Governor Christie.  "
"268","  Dr. Carson?  "
"269","  Thank you, Dr. Carson. "
"270","  Thank you, Dr. Carson.  "
"271","  Thank you, Senator. Governor Huckabee.   "
"272","  Thank you, Governor. "
"273","  Thank you, governor, I want to turn to ISIS. Governor Walker...   "
"274","  Thank you, Governor. Senator Paul, I want to go to you, because you have said that the boots on the ground to fight ISIS need to be Arab boots. We just learned today that despite the Obama administration spending $500 million to help create those Arab boots, there are only four or five U.S. trained fighters in Syria fighting ISIS.  What does that say to you about the effectiveness of the idea of the boots on the ground need to be Arab boots?  "
"275","  Thank you, Senator.   We're going to turn to some domestic issues now. I want to bring in my colleague, Dana Bash.  "
"276","  Sure.... "
"277","  ...Thank you, Governor... "
"278","  ...Thank you, Governor. Dana Bash... "
"279","  Thank you, Mrs. Fiorina... "
"280","  ...Thank you, we're going to turn now to domestic issues with Dana Bash. "
"281","  ...Dana Bash...   "
"282","  Thank you.   "
"283","  Dana Bash? "
"284","  Thank you, Senator. "
"285","  ...Governor Bush... "
"286","  ...I want to let you respond. "
"287","  Thank you, Governor... ...And, that's what we should do, and I hope I'll be working members of the United States Senate to fight hard for the passage of people that have that kind of qualification.  "
"288","  Senator Cruz, 30 seconds.  "
"289","  Thank you, Senator.  "
"290","  Thank you, Semator.  "
"291","  Thank you, Senator.    Governor Huckabee, I want to bring you in very quickly if you could. Will you have a litmus test when it comes to appointing Supreme Court nominees?  "
"292","  Thank you, Governor.  "
"293","  Thank you, Governor.  "
"294","  Thank you, Governor. We're going to take a quick break. Coming up, one of the hottest questions that you have been asking us via social media. We will pose it to the candidates. That's coming up right after this.    "
"295","  Welcome back to CNN's Republican presidential debate at the Reagan Library here in Simi Valley -- Simi Valley, California.  Many people on social media wanted us to ask about marijuana legalization. Senator Paul, Governor Christie recently said, quote, ""if you're getting high in Colorado today,"" where marijuana has been legalized, ""enjoy it until January 2017, because I will enforce the federal laws against marijuana."" Will you?  "
"296","  I want to give that -- I want to give the person that you called a hypocrite an opportunity to respond. Do you want to identify that person?  "
"297","  Is there somebody you were specifically thinking of?  "
"298","  That's what I though, but I wanted   to say it.  "
"299","  OK.  "
"300","  Governor Bush, please.  "
"301","  I want to go right now -- I want to go right now... "
"302","  That's true. Go ahead, Christie, please.  "
"303","  You may respond, and then I'll bring in you, Ms. Fiorina.    "
"304","  Yes, Senator Paul.    "
"305","  I want to bring in Ms. Fiorina -- I want to bring in Ms. Fiorina on this issue.  "
"306","  Hugh -- Hugh, I'd like to...   "
"307","  I'd like to turn it over -- I'd like to turn to Dana Bush. "
"308","  Thank you, Governor.     "
"309","  I'm coming to you right now on a separate issue, sir. We received...  : Well, I want to talk about this issue for a moment.  "
"310","  We received a lot of questions from social media about climate change.  Senator Rubio, Ronald Reagan's secretary of state, George Shultz, reminds us that when Reagan was president he faced a similar situation to the one that we're facing now. There were dire warnings from the mass consensus of the scientific community about the ozone layer shrinking.  Shultz says Ronald Reagan urged skeptics in industry to come up with a plan. He said, do it as an insurance policy in case the scientists are right. The scientists were right. Reagan and his approach worked.  Secretary Shultz asks, why not take out an insurance policy and approach climate change the Reagan way?  "
"311","  I'm citing George Shultz.  "
"312","  Governor Christie, you have said that climate change is real, and that humans help contribute to it. Without getting into the issue of China versus the United States, which I understand you've talked about before, what do you make of skeptics of climate change such as Senator Rubio?  "
"313","  Just for the record, I was citing Secretary of State George Shultz, Ronald Reagan's secretary of state who I don't think anybody would call him left-wing.  "
"314","  I called you a skeptic.  "
"315","  I want to go another question right now.    "
"316","  Thank you, Governor.     "
"317","  I'm turning to...  "
"318","  ...I'm turning to another -- I'm turning to another issue right now. Senator Cruz. Well, I think we've heard from several this evening.  A backlash against vaccines was blamed for a measles outbreak here in California. Dr. Carson, Donald Trump has publicly and repeatedly linked vaccines, childhood vaccines, to autism, which, as you know, the medical community adamantly disputes.  You're a pediatric neurosurgeon. Should Mr. Trump stop saying this?  "
"319","  Should he stop saying it? Should he stop saying that vaccines cause autism?  "
"320","  Mr. Trump, as president, you would...  "
"321","  I'm going right to you.  "
"322","  Mr. Trump, as president, you would be in charge of the Centers for Disease Control and the National Institutes of Health, both of which say you are wrong. How would you handle this as president?  "
"323","  Thank you.  "
"324","  Dr. -- Dr. Carson?  "
"325","  Dr. Carson, you just heard his medical take.    "
"326","  Dr. Paul? Dr. Paul, I'd like to bring you in.  "
"327","  Alright, thank you so much...  "
"328","  Coming up -- I'm sorry, Governor Huckabee, please.  "
"329","  Thank you, Governor.  "
"330","  We have to take another quick break. Coming up, Ronald Reagan looming large over this debate. So how Reaganesque exactly are these Republicans? We will find out next.    "
"331","  Welcome back to CNN's Republican Presidential Debate at the Reagan Library in Simi Valley, California. We have a few last questions for you. Two of them a little lighthearted, the other one more serious. We'll start with one of the more light questions. Senator Paul, I'm going to start with you and we're just going to go down the line.  Earlier this year, the Treasury Department announced that a woman will appear on the $10 bill. What woman would you like to see on the $10 bill?  "
"332","  Governor Huckabee?  "
"333","  Senator Paul  . "
"334","  I'm sorry. Senator Rubio?  "
"335","  Just the senators. "
"336","  Senator Cruz?  "
"337","  Dr. Carson?  "
"338","  Mr. Trump. "
"339","  Governor Bush. "
"340","  Governor Walker. "
"341","  Mrs. Fiorina. "
"342","  Governor Kasich. "
"343","  Governor Christie. "
"344","  Alright. Some good entries if anybody at the mint was listening. Here's the next lighthearted question, you all know that the United States Secret Service uses codenames for the president, and his family. Ronald Reagan's codename, for example, was, ""Rawhide"", an homage to his performances in Westerns. Nancy Reagan's was, ""Rainbow"". You don't have to come up the one for your spouse, but, what would you want, Governor Christie, I'll start with you, your Secret Service codename to be.   "
"345","  Governor Walker? "
"346","  Mr. Trump? "
"347","  Dr. Carson? "
"348","  Senator Cruz? "
"349","  Senator Rubio? "
"350","  Governor Huckabee. "
"351","  Senator Paul. "
"352","  That's a mouthful, but OK.   "
"353","  OK, here's the more serious question, Ronald Reagan, the 40th President, used the plane behind you to accomplish a great many things. Perhaps, most notably, to challenge Mikhail Gorbachev to tear down the wall, and ultimately, to make peace with the USSR. How will the world look different once your Air Force One is parked in the hangar of your presidential library? Senator Paul? "
"354","  Neurosurgeon Dr. Ben Carson.    "
"355","  Florida Senator Marco Rubio.    "
"356","  Texas Senator Ted Cruz.    "
"357","  Former Florida Governor Jeb Bush.    "
"358","  Businesswoman Carly Fiorina.    "
"359","  Ohio Governor John Kasich.    "
"360","  And Kentucky Senator Rand Paul.    "
"361","  Tonight's rules are simple. Up to 90 second for each answer. One minute for each follow-up response. And if a candidate goes over their allotted time, you'll here this.  "
"362","  It sounds like a game show but it's not.  Now I would be remiss if I did not acknowledge the elephant in the room, and I'm not talking about your party's fine symbol. I'm talking about the purpose of tonight's debate.  The economy and what each of you would do to improve it. No more, no less. We are focused on those issues, and what you have said on those issues in your words and what your opponents have said in their words about your words. That is the agenda tonight. How each of you plans to make America better tomorrow. And so we begin. Candidates, as we gather tonight in this very august theater, just outside and across the country, picketers are gathering as well. They're demanding an immediate hike in the minimum wage to $15 an hour. Just a few hours ago, near Governor Andrew Cuomo proposed doing the same for all state workers, the first governor to do so.  Mr. Trump, as the leading presidential candidate on this stage and one whose tax plan exempts couples making up to $50,000 a year from paying any federal income taxes at all, are you sympathetic to the protesters cause since a $15 wage works out to about $31,000 a year?  DONALD "
"363","  So do not raise the minimum wage?  "
"364","  Dr. Carson, you have long bemoaned this lackluster recovery. And this Facebook map show Americans share your concern. The green represents how the jobs issue is resonating all across the nation, especially here in the state of Wisconsin.  You suggested one minimum wage does not fit all, and that perhaps we should offer a lower or starter wage for young people. Those protesters outside are looking for $15 and nothing less. Where are you? DR. BEN "
"365","  So, sir, just to be clear, you would not raise it?  "
"366","  Senator Rubio, you called the recent Democratic debate in Las Vegas a night of giveaways, including free health care, free college and a host of other government-paid benefits. Since you aren't a fan of all they're giving away, tell us tonight what you would take back.  SEN. MARCO RUBIO, R-FLA.: Well, let me begin by answering both the first question and this one, because they're related. As I've said many times before, my parents were never rich people. My father was a bartender. My mother was a maid. They worked for a living. But they were successful people, because, despite the fact that they weren't well educated and had those jobs, they made enough money to buy a home in a safe and stable neighborhood, retire with dignity, leave all four of their children better off than themselves. We call that the American dream, but in fact, it's a universal dream of a better life that people have all over the world. It is a reminder that every country in the world has rich people.  What makes America special is that we have millions and millions of people that are not rich, that through hard work and perseverance are able to be successful. The problem is that today people are not successful working as hard as ever because the economy is not providing jobs that pay enough. If I thought that raising the minimum wage was the best way to help people increase their pay, I would be all for it, but it isn't. In the 20th century, it's a disaster.  If you raise the minimum wage, you're going to make people more expensive than a machine. And that means all this automation that's replacing jobs and people right now is only going to be accelerated.  Here's the best way to raise wages. Make America the best place in the world to start a business or expand an existing business, tax reform and regulatory reform, bring our debt under control, fully utilize our energy resources so we can reinvigorate manufacturing, repeal and replace Obamacare, and make higher education faster and easier to access, especially vocational training. For the life of me, I don't know why we have stigmatized vocational education. Welders make more money than philosophers. We need more welders and less philosophers.    If we do that -- and if we do this -- if we do this, we will be able to increase wages for millions of Americans and we will be able to leave everyone better off without making anyone worse off.  "
"367","  Thank you, Senator Rubio.    "
"368","  We've asked people on Facebook to submit their questions for the candidates. Seth Bell wrote, ""We are approaching $20 trillion in national debt. Specifically, what plans do you have to cut federal spending?"" Governor Kasich, you have spoken much about your success in balancing the budget under President Clinton. Today the national debt is at record highs and growing unsustainably. Interest will be the fastest-growing part of the federal budget, tripling over the next 10 years. Social Security, the lifeline of millions of American seniors, is rushing toward insolvency. With all of the tax plans presented tonight, estimated to cost anywhere between $2 trillion and $12 trillion over a decade, what specific steps will you take to balance the budget?  GOV. JOHN KASICH, "
"369","  Did you want to name any specific steps, sir?  "
"370","  Thank you, sir. "
"371","  Senator Cruz, the International Monetary Fund recently cut its expectations for economic growth. Many economists expect a recession to hit the U.S. within the next year due to the weakening of manufacturing. The next president will have to deal with it. You say tax reform is a powerful lever to spur economic expansion. You're calling for a 10 percent income tax and a 16 percent business tax. What other elements do you need in this plan to actually create jobs?  SEN. TED CRUZ, "
"372","  Thank you, sir.  "
"373","  Governor Bush...  "
"374","  We have more questions for you, Governor Kasich, coming up. We have more questions for you, Governor Kasich. "
"375","  We will -- we will certainly get to that. Governor Bush?  "
"376","  Almost 40 percent of Americans are without a job and are not looking. Many have given up. That's what the participation rate tells us. You've said your policies will drive the economy back to 4 percent growth, which we haven't seen since the year 2000. What specific regulations would you change? And how will that lead to jobs and growth?  "
"377","  Thank you, sir.  "
"378","  Ms. Fiorina, while you've all pointed out how weak the current recovery has been and how disappointing by any historical standards, in the general election, the Democrats will inevitably ask you and voters to compare the recent president's jobs performance.  Now, in seven years under President Obama, the U.S. has added an average of 107,000 jobs a month. Under President Clinton, the economy added about 240,000 jobs a month. Under George W. Bush, it was only 13,000 a month. If you win the nomination, you'll probably be facing a Democrat named Clinton. How are you going to respond to the claim that Democratic presidents are better at creating jobs than Republicans?  CARLY "
"379","  Thank you. Thank you. Senator Paul, income inequality has been rising in the United States. Fifty years ago, for example, the average CEO of a big corporation in this country earned 20 times the average salary of one of his or her workers. Today, that CEO earns about 300 times the average salary of a worker. Does it matter at all that the gap between the rich and everyone else is widening?  SEN. RAND PAUL, R-KY.: Absolutely. And I think that we ought to look where income inequality seems to be the worst. It seems to be worst in cities run by Democrats, governors of...   "
"380","  Thank you, Senator.  "
"381","  All right. We're only just getting started. Coming up, your taxes. Stick around. You're watching FOX Business   "
"382","  Welcome back to the Milwaukee Theater and the Republican presidential debate. Let's get right back to our questions.  Dr. Carson, to you. You recently railed against the double- standard in the media, sir, that seems obsessed with inconsistencies and potential exaggerations in your life story, but looked the other way when it came to then-Senator Barack Obama's. Still, as a candidate whose brand has always been trust, are you worried your campaign -- which you've always said, sir, is bigger than you -- is now being hurt by you?  "
"383","  I'll just forget that follow-up there.    "
"384","  Thank you, Dr. Carson.  "
"385","  Mr. Trump, a federal appeals court just dealt a blow to the Obama administration's plan to prevent the deportation of 5 million people living in this country illegally. The White House is appealing to the Supreme Court.  At the heart of this issue is the effect that illegal immigrants are having on our economy, what will you do about it?  "
"386","  Can we just send 5 million people back with no effect on economy?  "
"387","  So what will you do? "
"388","  Thank you, sir.  "
"389","  Senator Rubio...  "
"390","  Yes, one quick comment, yes.  "
"391","  Governor Bush... "
"392","  Governor -- Governor, you... "
"393","  You should let Jeb speak.   : We have grown -- we have grown... "
"394","  Mr. Trump, Mr. Trump, you yourself -- you yourself said let Governor Bush speak. Governor Bush? "
"395","  Senator Rubio? Senator... "
"396","  Senator Rubio, Senator Rubio, let me -- let me take you to a question that I think gets to the root of a lot of the anxiety that people have in this country. The economy is undergoing a transformation through information technology. Americans are anxious that the new economy isn't producing higher-paying jobs. Many are concerned that the new wealth seems to be going mainly to innovators and investors.  Meanwhile, with factories run by robots and shopping done increasingly on smartphones, many traditional jobs are just going away. How do you reassure American workers that their jobs are not being steadily replaced by machines?  "
"397","  Thank you. Senator Cruz -- Senator Cruz, entitlements. You've argued for raising the retirement age and reducing benefits for future retirees, but reducing any sort of benefits for the elderly has always been notoriously hard to do politically. When Speaker Paul Ryan proposed replacing traditional Medicare with federally funded private plans a few years ago, a liberal group...   "
"398","  ...reducing benefits for future retirees, but reducing any sort of benefits for the elderly has always been notoriously hard to do politically. When Speaker Paul Ryan proposed replacing traditional Medicare with federally funded private plans a few years ago, a liberal group responded with a commercial that featured a granny being pushed off a cliff. What's going to be different this time? "
"399","  ...I said for future retirees was your statement...   "
"400","  We go back to Facebook. Dewayne Wesley Cato asks on Facebook, how do we get rid of regulations choking our businesses? Ms. Fiorina? Specifically, under the president's Affordable Care Act, employers with 50 or more employees are required to offer health insurance, or be fined. Many are opting to pay the fine. Others are cutting back employee hours to duck the law altogether. What specific ways will you alleviate the pressure on small business? "
"401","  Just to be clear, you want to repeal Obamacare...   "
"402","  ...but, what's the alternative? "
"403","  Just to be clear, you say you would repeal Obamacare... "
"404","  ...But, what is the alternative... "
"405","  ...and how does that help small business... "
"406","  ...Thank you... "
"407","  Alright, thank you. We're going to take a break here. Coming up, a big issue many Americans are facing, taxes. The Republican Presidential Debate continues now, live, from Milwaukee.   "
"408","  Welcome back to the Republican presidential debate live from Milwaukee. Let's get back to the questions. And we want to touch on obviously one of the biggest of this issue in this year, taxes. And this will go to several of you.  One of the biggest economic concerns of course in the country are taxes. Facebook data certainly backs that up. Once again the green on this map that we're going to see here shows how the conversation around taxes is resonating across the nation, especially here in Wisconsin.  First off, Dr. Carson, to you. You say you are in favor of a tax system, I guess akin to tithing, sir, with a flat tax rate of up to 15 percent because you said, if everybody pays this, I think God is a pretty fair guy, so tithing is a pretty fair process.  But Donald Trump says that is not fair. That wealthier taxpayers should pay a higher rate because it's a fair thing to do. So whose plan would God endorse then, Doctor?     Yours or Mr. Trump's?  "
"409","  Right.  "
"410","  Thank you very much.  Senator Paul, you said you want to blow up the tax code and start over with an across-the-board 14.5 percent fair and flat tax. You happily offered that it is not revenue neutral and that's the idea. You want to choke off the amount of money coming into Washington.  But don't you risk, sir, creating a near-term budget crisis just as your presidency would be beginning? "
"411","  There are no deductions on your -- under your plan?  "
"412","  Thank you, Senator.  "
"413","  Senator Cruz, there isn't anyone in this audience or watching at home tonight who would not like to pay less in taxes. Most people just want a fair shake, and they don't want their money to be wasted.  But explain how your plan works. How can you cut taxes as much as you propose without running up debt and deficits?  "
"414","  But you haven't told us how to pay for it.  "
"415","  Thank you, Senator.     Governor Bush, Republican primary voters say tax reform should be a priority for Congress and the administration. But, Governor Bush, how important is tax reform in your domestic policy agenda? Will you guarantee it in the first year of your presidency? "
"416","  The -- the deal, as you say, the terms of the deal were published -- were published just last week, the details, 5,000 pages of it, and 80 percent of U.S. trade with countries in the Pacific, these countries, these 11 countries, is actually tariff-free, and these -- the trade deal only affects the other 20 percent. Which -- are there particular parts of the deal that you think were badly negotiated? "
"417","  There was a separate -- separate...    "
"418","  That's right. That's right. "
"419","  But isn't that -- isn't that part of the problem? When I say, Senator, that if -- if this deal is not ratified by -- by the U.S. -- by the Senate, then it would actually give China an opportunity to grow its economic leadership, which it's been seeking to do? And if the U.S. is unable to take part in this trade deal with these countries in Asia, China will take the lead? "
"420","  Thank you. Thanks, Senator.  "
"421","  Coming up, the biggest threats facing the next commander-in-chief. You're watching the Republican presidential debate, live tonight from Milwaukee. We'll be right back.   "
"422","  Welcome back. Welcome back to the Republican presidential debate. The candidates taking the questions you want answered. Also tonight, you can see what America is saying about the debate. Go to Facebook and type #gopdebate into the search box.  Now, back to the questions. Americans face security threats at home and abroad. Last year, terrorist attacks rose 61 percent, according to the Institute for Economics and Peace, with the most deaths occurring in just five countries, Iraq, Afghanistan, Pakistan, Nigeria, and Syria.  Dr. Carson, you were against putting troops on the ground in Iraq and against a large military force in Afghanistan. Do you support the president's decision to now put 50 special ops forces in Syria and leave 10,000 U.S. troops in Afghanistan?  "
"423","  We asked Facebook to take a look at some of the major issues we're talking about, and tackling in this debate tonight. This word cloud shows what people are focusing on the most. The bigger the word, the more the talk. One of the most discussed issues in the last month, homeland security. Governor Bush, what is the biggest threat facing America today? "
"424","  Thank you, sir. Mr. Trump, in 2012 debate, President Obama mocked Mitt Romney's assertion that Russia was the top geopolitical challenge facing the United States, saying he was a Cold War dinosaur. Now, Russia has invaded Ukraine, and has put troops in Syria. You have said you will have a good relationship with Mr. Putin. So, what does President Trump do in response to Russia's aggression? "
"425","  Thank you, sir. "
"426","  Senator Paul...   "
"427","  Senator Paul, you have already said, sir, that that would be a mistake in not talking to Vladimir Putin, or to rule it out. You've argued that it's never a good idea to close down communication. With that in mind, do you think the same applies to administration efforts right now to include the Iranians in talks on Syria? "
"428","  ...Well, then how would you respond? "
"429","  But if you're not going to respond in a no-fly zone strategy, what would yours be?  "
"430","  Thank you, Senator.  Governor Kasich, I want to ask you about China, in particular hundreds of American companies have been subjected to cyber attacks from the Chinese military, yet state-backed Chinese companies, growing their presence in the United States, Chinese investments in U.S., which were nearly nonexistent a few years ago, are now over $50 billion. And as my newspaper recently reported, Chinese companies are planning to bid for one of the largest hotel chains in the United States, what would be the largest ever Chinese takeover of a U.S. company. Would you stop them?  "
"431","  Thank you, Governor. Plenty of opportunities. Thank you.  Neil? "
"432","  All right. And look at the time, look at the time. You are watching FOX Business, we'll take a break. Stick around.     "
"433","  Welcome back to the Republican presidential debate, live from Milwaukee. Now let's get straight back to the questions, and Governor Bush.  Governor, Hillary Clinton recently said that if we had another financial crisis like the one in 2008, she wouldn't bail out the banks. Would you? "
"434","  But, Governor, but can I just quickly -- did -- you can't seriously guarantee that there won't be another financial crisis, can you?  "
"435","  Ever? There will never be another financial crisis? "
"436","  Dr. Carson, if I may, just on that point, despite measures taken, as the governor says, since the crisis to make the financial system safer, the major banks in the U.S., many of them are actually bigger than ever. Asset held by JPMorgan Chase, for example, the very largest bank, have increased by nearly 40 percent to over $2.6 trillion. Do you think JPMorgan and the other big banks should be broken up? "
"437","  But just to be clear, just -- just to be clear, then, you wouldn't -- you wouldn't favor breaking up the big banks? You think they're big enough -- they're OK as they are, as big as they are? "
"438","  Thank you, Dr. Carson. "
"439","  Thank you.  "
"440","  Senator Cruz -- and I will get to you -- but, Senator Cruz, on that theme, Facebook data shows that over the last month alone, nearly 1 million people -- nearly 1 million -- have been concerned about reining in Wall Street, apparently believing that some have not been punished enough.  So, as an accomplished litigator yourself and a former solicitor general, would you go after the very people who believe and fear that Wall Street has ignored, in other words, the crooks that Bernie Sanders say have gotten away with a financial murder? "
"441","  Senator...   "
"442","  Senator, I really want to be clear here. Are you saying, sir, that if Bank of America were on the brink, you would let it fail? "
"443","  Sir, I understand that. I just want to be clear, if you don't mind, that millions of depositors would be on the line with that decision. And I just want to be clear. If it were to happen again, for whatever the reason, you would let it go, you would let a Bank of America go? "
"444","  Thank you, governor.  "
"445","  Senator Rubio. "
"446","  Thank you, Governor Kasich.  "
"447","  More questions -- more questions coming up, when the Republican presidential debate comes right back, live from Milwaukee. Stay with us.     "
"448","  Welcome back to the fourth Republican presidential debate.  Senator Rubio, Hillary Clinton is the clear front runner for the Democratic nomination. If she is indeed the nominee, you will be facing a candidate with an impressive resume.  She was the first lady of the United States, a U.S. senator from New York, and secretary of state under Barack Obama. She has arguably more experience, certainly more time in government than almost all of you on stage tonight.  Why should the American people trust you to lead this country, even though she has been so much closer to the office?  "
"449","  OK, I think it's fair to say you're not fans of Hillary Clinton's resume. Alright, Mr. Trump.... "
"450","  I had a feeling. Perhaps the most successful capitalist on this stage tonight, you've acknowledged that some give capitalism a bad name. You've been particularly critical of businesses that find all sorts of ways of paying their taxes by keeping money abroad, but your own plan includes an incentive to bring -- that more the $2 trillion dollars home. Isn't that, like, a one-time bounty... "
"451","  ...Some of the guys you all but call pirates, so they still keep the loot, and pay only a price to bring it back. "
"452","  Senator Paul, you were one of 15 republicans to vote for an amendment which states that human activity contributed to climate change. President Obama has announced an aggressive plan to cut carbon emissions. At the same time, energy production in America has boomed. Is it possible to continue this boom, and move toward energy self-sufficiency, while at the same time pursuing a meaningful climate change program? "
"453","  ...Alright, gentlemen, I know you want to -- and I want to, be we also promised to get people home tonight, and we are going to take a quick break here. I think it is fair to say at this juncture that you can discuss these issues, and only business issues, but still keep it interesting. Stick around for these candidates closing statements.   "
"454","  Welcome back to the Republican presidential debate. And now, candidates, it's time for your closing statements. You get 30 seconds each, and, Senator Paul, we will begin with you. "
"455","  Thank you, Senator. Governor Kasich?  "
"456","  Carly Fiorina?  "
"457","  Former Governor Jeb Bush? "
"458","  Senator Ted Cruz?  "
"459","  Senator Marco Rubio? "
"460","  He's funny.  "
"461","  Dr. Ben Carson? "
"462","  Donald Trump?  "
"463","  Candidates, we want to thank you all. We also appreciate your helping save time by talking over one another at times. That was welcomed. But by all means, it was a very riveting debate. Business issues can be -- can be riveting, because it wasn't about us, it's about them.  "
"464","  Thank you.  "
